id,name,label,wiki_url,1981–1984,1984–1985,1985–1986,1986–1987,1987,1987–1988,1987–2003,1988–1992,1992–1995,1995–2000,2000,2000–2001,2001–2003,2013–2015,2013–2018,2013–2019,2015–2019,2018–2019,2019,2019 đến nay,2019–2020,2020 đến nay,2020–2021,2022 đến nay,Alma mater,An nghỉ,An táng,Anh chị em,Bang vụ khanh,Biệt danh,Bí thư,Bí thư Thành ủy,Bí thư Tỉnh ủy,Bí thư thứ nhấtBan Bí thư,Bí thư Đảng ủy Bộ,Bính âm Hán ngữ,Bút danh,Bạn đời,Bảo trợ,Bổ nhiệm,Bổ nhiệm bởi,Bộ trưởng,Bộ trưởng Quốc phòng,Cha,Cha mẹ,Chief Minister,Chief Ministers,Chief Whip,Chiều cao,Chosŏn'gŭl,Chuyên môn,Chuyển tự,Chánh án,Chân phước,Chỉ huy,Chịu ảnh hưởng của,Chồng,Chủ nhiệm,Chủ tịch,Chủ tịch Chính phủ Quốc dân,Chủ tịch Hạ viện,Chủ tịch Hội đồng,Chủ tịch Hội đồng Nhân dân,Chủ tịch Mặt trận,Chủ tịch Quân ủy,Chủ tịch Quốc hội,Chủ tịch Thượng viện,Chủ tịch nước,Chủ tịch Đảng,Chủ tịch Ủy ban,Chủ tịch(Thủ tướng),Chủ đề,Chức bộ trưởng,Chức bộ trưởng1908–1929,Chức bộ trưởng1939–1952,Chức nghị sĩ,Chức quan,Chức vị,Chức vụ cao cấp,Chức vụ khác,Chức vụ quan trọng khác,Chữ ký,Con cái,Các chức khác,Các chức vụ chính phủ,Các chức vụ khác,Các nghiên cứu sinh nổi tiếng,Các nút Play,Các sinh viên nổi tiếng,"Cán bộ điều hành,PEC",Có tác phẩm trong,Công dân,Công nhận,Công trình tiêu biểu,Công việc trước đó,Cùng với,Cư trú,Cấp bậc,Cấp phó,Cố vấn Nhà nước,Cố vấn nhà nước,Danh hiệu,Deputy,Dân tộc,Dạng thời khóa biểu,First Deputy,Führer,Führer/Tổng thống,General Secretary,Gia quyến,Gia tộc,Gia đình,Giai đoạn sáng tác,Giáo dục,Giáo hội,Giáo phận,Giáo tỉnh,Giải thưởng,Giải thưởng nổi bật,Giảng viên,Giản thể,Giới tính,Hancha,Hangul,Hanja,Head,Head of Government,Hiragana,Hiệu trưởng,Hoàng tộc,Hoàng đế,Hán-Việt,Hãng đĩa,Hôn nhân,Hạng,Hậu duệ,Hết nhiệm,Hệ phái,Họ hàng,Học kỳ,Học sinh,Học vấn,Học vị,Hợp tác với,IPA,Julie Payette,Junior ministerial offices,Kanji,Katakana,Khu bầu cử,Khu vực,Khu vực bầu cử,Khuôn viên,Khẩu hiệu,Khẩu hiệu trong Tiếng Anh,Kế nhiệm,Latinh hóa,Latinh hóa Yale,Linh vật,Liên kết học tập,Liên kết thể thao,Location,Loại,Loại giọng,Loại hình,Luận án,Lãnh tụ Tối cao,Lãnh tụ tối cao,Lãnh đạo,Lĩnh vực,Lương bổng,Lượt đăng ký,Lễ kính,McCune–Reischauer,Ministry,Muhammad Yunus,Màu,Mãn nhiệm,Mất,Mẹ,National Chair,Net worth,Nghiên cứu sinh,Nghề nghiệp,Nghỉ hưu,Nghị phó,Nguyên nhân,Nguyên nhân mất,Nguyên quán,Ngành,Ngành phụ,Ngày an táng,Ngày mất,Ngày sinh,Ngôn ngữ,Người bảo trợ,Người hướng dẫn luận án tiến sĩ,Người phối ngẫu,Người thân,Người tình,Nhiếp chính,Nhiệm kỳ,Nhà tuyển dụng,Nhân viên,Nhân viên quản lý,Nhạc cụ,Năm,Năm hoạt động,Năm tại ngũ,Năm tại ngũ,Nơi an nghỉ,Nơi an táng,Nơi công tác,Nơi cư ngụ,Nơi cư trú,Nơi mất,Nơi sinh,Nơi ở,Nổi tiếng vì,Nổi tiếng vì,Nội các,Nữ hoàng,Nữ hoàng/Vua,Nữ vương,POJtiếng Mân Tuyền Chương,Phiên âm,Phong thánh,Phát ngôn nhân,Phê phán,Phó Bí thư,Phó Chủ nhiệm,Phó Chủ tịch,Phó Chủ tịch nước,Phó Giám đốc,Phó Hiệu trưởng thứ nhất,Phó Thị trường,Phó Thị trưởng,Phó Thống đốc,Phó Thủ tướng,Phó Thủ tướng thứ nhất,Phó Thủ tướng Đức,Phó Trưởng ban,Phó Tư lệnh kiêm Tham mưu trưởng,Phó Tổng Bí thư,Phó Tổng Giám đốc,Phó Tổng Tham mưu trưởng,Phó Tổng lý,Phó Tổng thống,Phó Tổng thống thứ hai,Phó Tổng thống thứ nhất Zimbabwe,Phó chủ nhiệm,Phó chức,Phó hiệu trưởng,Phó thị trưởng,Phó thống đốc,Phó thủ tướng,Phó tổng thống,Phó Ủy viên trưởng,Phù hiệu,Phù hiệu sứ mệnh,Phối ngẫu,Phồn thể,Phụ tá Tổng trưởngĐổng lý Văn phòng,Phục vụ,Positions,Quan hệ,Quan thầy của,Quan tâm chính,Quyền Tổng Tham mưu trưởng,Quân chủ,Quân chủng,Quê quán,Quốc trưởng,Quốc tịch,Quốc vương,Romaja quốc ngữ,Rōmaji,Rửa tội,Secretary-General,Sinh,Sinh viên,Sinh viên nổi bật,Sinh viên sau đại học,Sinh viên đại học,Sáng lập,Số Sinh viên,Số phiếu,Số quân chủng,Sứ mệnh,Taoiseach,Tham chiến,Thiên hoàng,Thuộc,Thành lập,Thành viên của,Thành viên của hội đồng,Thánh hiệu,Thân mẫu,Thân phụ,Thăng Hồng y,Thư ký đảng,Thường trực Ban Bí thư,Thầy giáo,Thể loại,Thị trưởng,Thống đốc,Thời gian trong không gian,Thời kỳ,Thụ phong,Thụ phong Linh mục,Thủ hiến,Thủ tướng,Thứ trưởng,Thứ trưởng (6),Tiếng Trung,Tiền lương,Tiền nhiệm,Toàn quyền,Trang web,Trang web chính thức,Trào lưu,Trường học,Trường lớp,Trường phái,Trường theo học,Trưởng ban,Trữ quân,Tuyên khấn,Tuyển chọn,Tài sản,Tài trợ,Tác phẩm,Tác phẩm nổi bật,Tác phẩm đáng chú ý,Tác phẩm nổi bật,Tánaiste,Tâi-lô,Tên bản ngữ,Tên chính thức,Tên khai sinh,Tên khác,Tên đầy đủ,Tình trạng kết hôn,Tòa,Tôn giáo,Tư cách công dân,Tư lệnh Hành quân,Tư tưởng nổi bật,Tại vị,Tấn phong,Tấn phong Giám mục,Tặng thưởng,Tặng thưởng dân sự,Tặng thưởng quân sự,Tỉ lệ,Tổ chức,Tổng Bí thư,Tổng Giám đốc,Tổng Tham mưu trưởng,Tổng Thanh tra,Tổng Thư ký,Tổng Tư lệnh,Tổng cộng,Tổng giám đốc,Tổng lý,Tổng lý Quốc vụ viên,Tổng lý Quốc vụ viện,Tổng lượt xem,Tổng thư ký,Tổng thống,Tổng tư lệnh quân đội,Tổng-Thư ký,Tờ báo,Tựu nhiệm,Vai diễn,Vice President,Vinh thăng Hồng y,Viện trưởng,Viện trưởng Hành chính viện,Việt bính,Vua,Vua/Nữ hoàng,Vùng,Văn phòng Bộ,Văn phòng Quốc hội,Vương tộc,Vị trí,Vợ,Vợ/chồng,Wade–Giles,Website,Whip,nhậm chức cùng,Ý tưởng tiêu biểu,Đào tạo,Đóng góp,Đăng quang,Đơn vị,Đương nhiệm,Đại biểu Quốc hội,Đại diện,Đại sứ,Đảng chính trị,Đảng khác,Đảng phái chính trị,Đặc khu trưởng,Đề cử,Đề cử bởi,Đền chính,Đệ nhất Tổng tài,Đối tượng chính,Đồng Thủ tướng,Đồng chủ tịch,Đồng tại nhiệm,Đồng tại vị,Đứng đầu,Ảnh hưởng bởi,Ảnh hưởng tới,Ủy viên trưởng,Ủy viên trưởng Nhân Đại
963,Robert Mugabe,Person,https://vi.wikipedia.org/wiki/Robert_Mugabe,,,,,,,,,,,,,,,,,,,,,,,,,University of Fort Hare; Đại học London; Đại học Nam Phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janez Drnovšek,,,,,,,,,,,,,,,,,,,,,,,"6 tháng 9, 2019; (2019-09-06); (95 tuổi); Viện sức khỏe tâm thần,; Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon Muzenda; Joshua Nkomo; Joseph Msika; Joyce Mujuru,,,,,,,,,,,,,Sally Hayfron; (qua đời); Grace Marufu,,,,,,,,,,,,,,,,,,,"(; 1924-02-21; ); 21 tháng 2, 1924; Kutama; ,; Salisbury; ,; Nam Rhodesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zail Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canaan Banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZANU-PF,,,,,,,,,,,,,,,,,
964,Robert Service (sử gia),Person,https://vi.wikipedia.org/wiki/Robert_Service_%28s%E1%BB%AD_gia%29,,,,,,,,,,,,,,,,,,,,,,,,,"King's College, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nghiên cứu tiểu sử về Vladimir Lenin , Iosif Stalin , và Lev Trotsky",,,,,,,,,,,,,,,,,,,,,,,,Giải Duff Cooper (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đại học Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lịch sử Nga (1894–nay),,,,,,,,,,,,"Robert John Service; 29 tháng 10, 1947; (78 tuổi); Anh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Robert Schumann,Person,https://vi.wikipedia.org/wiki/Robert_Schumann,,,,,,,,,,,,,,,,,,,,,,,,,,Nghĩa trang Bonn cũ,,"Karl Schumann, Julius Schumann",,,,,,,,,,,,,,,,August Schumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marie Schumann, Julie Schumann, Emil Schumann, Ferdinand Schumann, Eugenie Schumann, Felix Schumann, Ludwig Schumann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nam,,,,,,,,,,,,Clara Schumann,,,,,,,"Carl Reinecke, Albert Dietrich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nhạc cổ điển , opera , giao hưởng , nhạc thính phòng",,,,,,,,,,Christiane Schumann,,,,"nhà soạn nhạc , nghệ sĩ dương cầm , nhà phê bình âm nhạc, nhạc trưởng , nhà âm nhạc học, giáo viên âm nhạc, nhà văn",,,,,,,,,"29 tháng 7, 1856","8 tháng 6, 1810",,,,,,Ernestine von Fricken,,,,,,dương cầm,,1830 – 1856,,,,,,,"Schumann-Haus, Leipzig",Endenich,Zwickau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vương quốc Sachsen,,,,,,,,,,,,,,,,,,,,,Hội Huynh đệ Leipzig Germania,,,,,,,,"Friedrich Wieck, Heinrich Dorn, Johann Gottfried Kuntsch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Giao hưởng số 1 , Giao hưởng số 2 , Symphony No. 3 , Kinderszenen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đại học Leipzig , Đại học Heidelberg",,,,,,,,,,,,,,,,,,,,,,,,,
966,Rodrigo Duterte,Person,https://vi.wikipedia.org/wiki/Rodrigo_Duterte,,,,,,,,,,,,,,,,,,,,,,,,,Trường Đại học Philippines; Đại học San Beda,,,,,,,,,,,,,"Cieleto ""Honeylet"" Avanceña [ 1 ]",,,,,,,Vincente Durterte; Soledad Roa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paolo; Sara; Sebastian; Veronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prospero Nograles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leni Robredo,,,,,,,,,,,,,Elizabeth Zimmerman (1973–2000),,,,,,,,,,,,,,,,,,,"Rodrigo Roa Duterte; 28 tháng 3, 1945; (80 tuổi); Maasin; ,; Leyte; ,; Thịnh vượng chung Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prospero Nograles,,,,,,,,,,,,,,,,,,,,,,,,,,,,Công giáo Rôma → Hồi giáo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDP-Laban (2001–nay),Hugpong Sa Tawong Lungsod; (2011–nay); Laban ng Makabayang Masang Pilipino; (1998–2001); Kabataang Makabayan (Thập niên 1970),,,,,,,,,,,,,,,,
967,Robert Todd Lincoln,Person,https://vi.wikipedia.org/wiki/Robert_Todd_Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawyer , Politician",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Todd Lincoln; Abraham Lincoln II; Jessie Harlan Lincoln,,,,,,,,,,,,,,,Captain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas F. Bayard,,,,,,,,,,,,,,,,,,,,,,,"26 tháng 7, 1926; (1926-07-26); (82 tuổi); Manchester, Vermont; ,; Hoa Kỳ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865,"Arlington National Cemetery; Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Eunice Harlan,,,Union Army,,,,,,,,,,,,,,,,"(; 1843-08-01; ); 1 tháng 8, 1843; Springfield, Illinois; ,; Hoa Kỳ",,,,,,,,,,,American Civil War,,,,,,,,,,,,,,,,,,,,,,,,,,Edward J. Phelps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cộng hòa,,,,,,,,,,,,,,,,,
968,Richard Nixon,Person,https://vi.wikipedia.org/wiki/Richard_Nixon,,,,,,,,,,,,,,,,,,,,,,,,,Cao đẳng Whittier ( BA ) Đại học Duke ( JD ),,,,,,,,,,,,,,,,,,,,Francis A. Nixon Hannah Milhous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tricia Julie,,,,,,,,,,,,,,,Trung tá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick J. Hillings,,,,,,,,,,,,,,,,,,,,,,,"22 tháng 4 năm 1994; (1994-04-22); (81 tuổi); Thành phố New York; , Hoa Kỳ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942–1946 (tại ngũ); 1946–1966 (dự bị),Bảo tàng và Thư viện Tổng thống Richard Nixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiro Agnew; (1969–tháng 10 năm 1973); Không có; (tháng 10–tháng 12 năm 1973); Gerald Ford; (tháng 12 năm 1973–1974),,,,,,,,,,,,,Pat Ryan; (cưới; 1940; ⁠–⁠mất; 1993; ),,,Hải quân Hoa Kỳ,,,,,,,,,,,,,,,,"Richard Milhous Nixon; (; 1913-01-09; ); 9 tháng 1 năm 1913; Yorba Linda, California; , Hoa Kỳ",,,,,,,,,,,Chiến tranh thế giới thứ hai Mặt trận Nam Thái Bình Dương [ 1 ],,,,,,,,,,,,,,,,,,,,,,,,,,Jerry Voorhis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danh sách,,,,,,,,,,,,,,,,,,Dwight D. Eisenhower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cộng hòa,,,,,,,,,,,,,,,,,
969,Roman Herzog,Person,https://vi.wikipedia.org/wiki/Roman_Herzog,,,,,,,,,,,,,,,,,,,,,,,,,Đại học Ludwig Maximilian Munich,,,,,,,,,,,,,,,,,,,,,,,,,,Luật sư,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jutta Limbach,,,,,,,,,,,,,,,,,,,,,,,"10 tháng 1; năm; 2017; (82 tuổi); Jagsthausen; ,; Baden-Württemberg; ,; Đức",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christiane Krauß; (1958 – 2000); Alexandra Freifrau von Berlichingen; (2001),,,,,,,,,,,,,,,,,,,"5 tháng 4; năm; 1934; Landshut; ,; Bayern; ,; Đức Quốc xã",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmut Kohl; Gerhard Schröder,,,,,Wolfgang Zeidler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liên minh Dân chủ Thiên Chúa giáo,,,,,,,,,,,,,,,,,
970,Roger Martin du Gard,Person,https://vi.wikipedia.org/wiki/Roger_Martin_du_Gard,,,,,,,,,,,,,,,,,,,,,,,,,,Nghĩa trang Cimiez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nam,,,,,,,,,,,,Hélène Foucault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22 tháng 8, 1958","23 tháng 3, 1881",,,,,,,,,,,,,,,,,,,,,Château du Tertre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jean Barois , The Thibaults",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lycée Condorcet , Trường Pháp điển, École du Louvre , Lycée Janson-de-Sailly",,,,,,,,,,,,,,,,,,,,,,,,,
971,Roger Ebert,Person,https://vi.wikipedia.org/wiki/Roger_Ebert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đại học Illinois, Urbana-Champaign; (; BA; ); Đại học Chicago",,,,,Giải Pulitzer cho Phê bình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 tháng 4, 2013; (2013-04-04); (70 tuổi); Chicago; ,; Illinois; , Hoa Kỳ",,,,,Nhà phê bình phim nhà báo nhà biên soạn tác giả,,,,,,,,,,,Tiếng Anh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaz Hammelsmith (cưới 1992 ),,,,,,,,,,,,,,,,,,,"Roger Joseph Ebert; (; 1942-06-18; ); 18 tháng 6, 1942; Urbana, Illinois; , Hoa Kỳ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sneak Previews At the Movies The Great Movies Beyond the Valley of the Dolls Life Itself: A Memoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Robert Walpole,Person,https://vi.wikipedia.org/wiki/Robert_Walpole,,,,,,,,,,,,,,,,,,,,,,,,,"King's College, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tử tước Stanhope,,,,,,,,,,,,,,,,,,,,,,,"14 tháng 3; năm; 1745; (68 tuổi); St James's; ,; Middlesex; ,; Anh",,,,,"Chính trị gia , scholar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catherine Shorter; (cưới; 1700; ⁠–⁠mất; 1737; ); Maria Skerret; (cưới; 1738; ⁠–⁠mất; 1738; ),,,,,,,,,,,,,,,,,,,"26 tháng 8; năm; 1676; Houghton, Norfolk; ,; Anh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sir Richard Onslow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George I George II,,,,,,,,,,,,,,,,,,,,,,Đảng Whig,,,,,,,,,,,,,,,,,
973,Ron Paul,Person,https://vi.wikipedia.org/wiki/Ron_Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5, gồm Rand Paul",,,,,,,,,,,,,,,Captain [ 2 ],,,,,,,,,,,,,,,,Gettysburg College; (; BS; ); Đại học Duke; (; MD; ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khu vực 22,,,,Bob Gammage,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chính trị gia bác sĩ y khoa tác gia,,,,,,,,,,,,,,,,,,,,,,,,,,1963–1965; 1965–1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carolyn Wells (cưới 1957),,,Không quân Hoa Kỳ,,,,,,,,,,,,,,,,"Ronald Ernest Paul; 20 tháng 8, 1935; (90 tuổi); Pittsburgh; ,; Pennsylvania",,,,,,,,,,,,,Hoa Kỳ,,,,,,,,,,,,,,,,,,,,,,,,Robert R. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Official website,,,,,,,Air National Guard; •; Texas Air National Guard,,,,,"Tự do (1987–1996, 2015–nay) [ 1 ]","Cộng hòa (trước 1987, 1996–2015)",,,,,,,,,,,,,,,,
974,Romano Prodi,Person,https://vi.wikipedia.org/wiki/Romano_Prodi,,,,,,,,,,,,,,,,,,,,,,,,,Đại học Công giáo Milan Trường Kinh tế London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bologna,,,,,,Franco Nicolazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neil Kinnock,,,,,,,Walter Veltroni,,,,,,,,,,,,,,,,,,,,,,Flavia Franzoni (cưới 1969),,,,,,,,,,,,,,,,,,,"Romano Antonio Prodi; 9 tháng 8; năm; 1939; (86 tuổi); Scandiano; ,; Emilia; ,; Vương quốc Ý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giulio Andreotti,,,,,Carlo Donat-Cattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscar Luigi Scalfaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dân chủ Thiên Chúa giáo; (1963–1994); Đảng Nhân dân; (1994–1996); Độc lập; (1996–1999; 2002–2007; 2013–); Dân chủ; (1999–2002); Đảng Dân chủ; (2007–2013),The Olive Tree; (1995–2007); Liên minh; (2005–2007),,,,,,,,,,,,,,,,
975,Robert Solow,Person,https://vi.wikipedia.org/wiki/Robert_Solow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wassily Leontief; William Phillips; Alvin Hansen; Paul Samuelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giải John Bates Clark; (1961); Giải Nobel Kinh tế; (1987); Giải thưởng Nhà nước về Khoa hoc; (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinh tế học vĩ mô,,,,,,,,,"21 tháng 12 năm 2023; (2023-12-21); (99 tuổi); Lexington, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Học viện Công nghệ Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoa Kỳ,,,,,,"(; 1924-08-23; ); 23 tháng 8 năm 1924; Brooklyn; ,; New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinh tế học Tân Keynes,Đại học Harvard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mô hình tăng trưởng ngoại sinh,,,,,,,,,,,,,,,,,,,,,,George Akerlof; Robert J. Gordon; Joseph Stiglitz; Jagdish Bhagwati; Peter Diamond,,
976,Robert R. Redfield,Person,https://vi.wikipedia.org/wiki/Robert_R._Redfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đại tá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đại học Georgetown ( BS , MD )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ngày 26 tháng 3 năm 2018 –,,,,,,,1977–1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lục quân Hoa Kỳ,,,,,,,,,,,,,,,,"10 tháng 7, 1951 (74 tuổi)",,,,,,,,,,,,,Hoa Kỳ,,,,,,,,,,,,,,,,,,,,,,,,Brenda Fitzgerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quân đoàn Y tế,,,,,,,,,,,,,,,,,,,,,,
